data	data	380176	300320	1.25487e+06	1.49384e+06	485708	319204	230324	204324	281412	172876	351444	132308	139044	123460	473288	647068	384464	457300	527212	565548	142404	524896	480488	586064	404096	448588	225584	151572	224716	190228	29036	23276	443612	272800	475064	558724	263060	307408	580184	497348	831016	930596	625464	650476	255716	458632	636824	768836	462172	658172	849884	752564	532852	507376	511968	154936	168764	56724	743004	814080	371540	419364	550712	500844	298608	226728	109660	136116	155208	189708	1.00763e+06	882008	223240	133052	902292	1.01514e+06	1.05968e+06	983084	270736	401104	1.17644e+06	1.12693e+06	60300	47924	267036	306388	465512	535052	670760	399820	389288	464840	500208	296044	498108	547628	260376	421228	275620	227076	701292	433744	805824	883672	243980	41528	361600	363452	203568	228104	163576	262048	304944	215156	427808	407708	424656	189264	159032	265896	
data	data	AAL2_2001	AAL2_2002	AAL2_2101	AAL2_2102	AAL2_2201	AAL2_2202	AAL2_2301	AAL2_2302	AAL2_2311	AAL2_2312	AAL2_2321	AAL2_2322	AAL2_2331	AAL2_2332	AAL2_2401	AAL2_2402	AAL2_2501	AAL2_2502	AAL2_2601	AAL2_2602	AAL2_2611	AAL2_2612	AAL2_2701	AAL2_2702	AAL2_2801	AAL2_2802	AAL2_2811	AAL2_2812	AAL2_2821	AAL2_2822	AAL2_2831	AAL2_2832	AAL2_3001	AAL2_3002	AAL2_4001	AAL2_4002	AAL2_4011	AAL2_4012	AAL2_4021	AAL2_4022	AAL2_4101	AAL2_4102	AAL2_4111	AAL2_4112	AAL2_4201	AAL2_4202	AAL2_5001	AAL2_5002	AAL2_5011	AAL2_5012	AAL2_5021	AAL2_5022	AAL2_5101	AAL2_5102	AAL2_5201	AAL2_5202	AAL2_5301	AAL2_5302	AAL2_5401	AAL2_5402	AAL2_6001	AAL2_6002	AAL2_6101	AAL2_6102	AAL2_6201	AAL2_6202	AAL2_6211	AAL2_6212	AAL2_6221	AAL2_6222	AAL2_6301	AAL2_6302	AAL2_6401	AAL2_6402	AAL2_7001	AAL2_7002	AAL2_7011	AAL2_7012	AAL2_7021	AAL2_7022	AAL2_7101	AAL2_7102	AAL2_8101	AAL2_8102	AAL2_8111	AAL2_8112	AAL2_8121	AAL2_8122	AAL2_8201	AAL2_8202	AAL2_8211	AAL2_8212	AAL2_8301	AAL2_8302	AAL2_9001	AAL2_9002	AAL2_9011	AAL2_9012	AAL2_9021	AAL2_9022	AAL2_9031	AAL2_9032	AAL2_9041	AAL2_9042	AAL2_9051	AAL2_9052	AAL2_9061	AAL2_9062	AAL2_9071	AAL2_9072	AAL2_9081	AAL2_9082	AAL2_9100	AAL2_9110	AAL2_9120	AAL2_9130	AAL2_9140	AAL2_9150	AAL2_9160	AAL2_9170	
558724	AAL2_4002	128	24	20236	34222	4192	398	1002	32	1976	30	364	18	80	4	4602	8042	10104	14812	21492	25052	5154	14266	6864	6542	4498	740	1060	68	428	114	0	0	1526	66	25404	0	5058	14398	1122	3956	438	1120	470	1126	752	678	314	170	500	72	638	1192	744	48	842	4	300	0	1034	266	200	88	608	70	60	10	8	0	6	6	1726	3782	56	102	6324	4458	3590	618	674	266	1286	1168	148	4	144	6	722	426	460	24	640	424	334	26	58	26	36	24	140	70	72	28	66	40	40	0	144	54	230	54	50	12	318	104	104	18	34	68	98	228	
263060	AAL2_4011	50	282	9254	4178	428	108	16	6	72	0	36	2	0	2	7506	6952	1746	1024	9068	2062	248	486	916	386	492	132	46	18	168	28	0	2	170	6	19130	5058	0	11368	9104	2268	716	320	682	270	272	128	1318	624	832	40	1042	314	142	22	146	0	44	0	414	90	18	366	474	120	2	0	0	0	0	0	14638	4230	2972	1352	2126	778	326	176	48	108	602	970	10	0	8	2	284	78	100	0	276	104	112	2	20	20	10	16	34	66	70	22	22	68	6	0	30	24	22	48	10	8	162	52	58	14	22	20	60	130	
307408	AAL2_4012	134	46	3754	10462	778	86	140	2	360	6	44	6	6	0	4508	15840	1272	2162	5774	6822	276	1042	808	508	578	142	94	18	112	38	0	2	260	10	5654	14398	11368	0	4722	8802	316	1182	266	934	154	280	384	552	360	38	452	2052	240	18	222	0	62	0	326	244	136	2416	1468	84	10	6	0	0	0	4	9366	13316	2982	4164	2456	1236	868	210	100	124	1534	1532	30	6	24	0	206	190	122	8	180	272	114	6	24	20	18	24	108	116	42	26	18	52	12	0	76	48	36	30	10	6	222	66	122	12	24	48	78	180	
580184	AAL2_4021	14	30	3340	1250	372	144	6	28	40	34	152	8	4	8	546	592	328	260	2664	704	34	310	390	518	304	520	160	200	156	48	18	0	104	34	5076	1122	9104	4722	0	30044	11882	9314	7192	708	1182	716	16870	9974	15344	13688	9428	1156	14602	9054	558	32	38	4	1190	436	16	68	9598	7998	86	18	0	0	0	982	40710	25822	52	128	1086	958	1404	1002	406	698	2772	1888	6	0	76	20	998	330	524	114	1390	484	742	68	58	112	24	92	156	240	656	124	76	174	16	0	50	82	50	80	18	48	84	238	278	34	54	34	26	88	
497348	AAL2_4022	14	28	924	2792	190	106	6	8	22	26	84	6	0	2	448	1492	398	688	1532	1880	58	450	412	532	284	420	96	120	96	94	12	0	66	24	1450	3956	2268	8802	30044	0	5152	11808	1368	5388	554	830	10152	9256	10938	13790	2508	6290	11222	8894	594	24	80	6	544	1274	12	34	7676	7398	16	16	0	0	0	878	24154	35098	130	38	668	858	964	620	304	424	1348	1844	4	0	14	20	384	454	412	90	716	760	466	58	40	88	14	72	106	218	364	140	62	148	14	0	46	60	32	64	12	38	64	188	348	34	48	24	22	68	
831016	AAL2_4101	1528	216	4792	2762	1434	684	14	134	136	50	1958	48	22	34	424	650	2618	1172	820	800	200	886	4314	3522	3936	3190	2600	494	2062	248	76	16	634	114	844	438	716	316	11882	5152	0	26178	32840	7300	12110	2518	14190	14606	4956	8742	17802	3926	4954	1416	1586	6	258	4	11730	3622	1790	170	2014	466	292	6	0	0	2	136	20414	16012	1746	184	16182	5014	8284	5232	2742	1438	30916	8656	10	2	118	114	9598	1776	9206	362	15930	3110	12338	154	434	276	154	194	938	434	2158	580	512	574	80	2	274	190	256	264	108	144	566	454	788	86	144	190	182	432	
930596	AAL2_4102	192	356	2202	7876	702	1934	26	124	294	178	992	214	4	42	402	570	1162	4262	520	840	146	4776	2118	10524	1124	10066	906	2414	282	1390	62	104	284	244	460	1120	320	1182	9314	11808	26178	0	7280	38026	1720	17540	12736	21662	3764	13920	7992	14586	3778	3268	886	788	148	40	2278	17776	170	392	1018	1584	84	20	2	10	2	238	16346	28046	282	140	5134	19278	5024	15416	1184	4782	11996	28128	40	6	32	200	1164	9494	2148	1280	2282	16614	2576	1388	378	338	170	264	770	1808	1174	940	424	726	114	4	436	422	298	324	126	168	638	794	1096	168	282	306	240	488	
625464	AAL2_4111	138	124	2656	1536	908	320	10	72	92	20	1676	18	16	12	242	458	3830	1168	510	528	168	762	5554	2286	5564	1802	1872	246	4378	118	32	10	1190	38	1174	470	682	266	7192	1368	32840	7280	0	3928	12950	1136	8800	2404	6294	1468	21098	1824	4626	400	2090	4	476	2	21940	2352	184	128	2236	252	310	2	0	0	22	46	11646	2916	128	120	8698	2624	5518	2624	1198	580	13972	5378	10	0	348	54	13282	840	4190	210	11184	1378	7658	134	4148	820	1344	484	968	412	7400	1988	4832	1756	1654	10	728	348	462	216	636	332	412	368	2200	456	740	192	164	374	
650476	AAL2_4112	114	280	1064	4322	324	922	14	124	104	46	454	238	4	50	198	440	722	6248	392	548	146	4354	1732	11330	586	9516	434	1354	180	4602	30	74	106	908	378	1126	270	934	708	5388	7300	38026	3928	0	1056	19174	1164	9214	518	6578	2450	15684	406	4042	284	2404	80	280	1258	25544	118	290	294	1334	24	20	2	8	0	134	2544	13332	154	116	1902	10936	2076	9678	646	4398	6152	15252	6	4	18	394	668	15814	774	2096	1068	15836	984	2232	362	512	158	364	546	3098	1156	2216	506	1048	118	4	340	370	194	346	120	228	416	762	1380	308	338	254	182	454	
255716	AAL2_4201	38	58	888	802	192	164	16	68	42	22	304	6	48	12	112	162	3890	1504	252	514	258	964	2726	1354	2096	602	364	92	3520	46	18	2	1474	30	848	752	272	154	1182	554	12110	1720	12950	1056	0	710	1138	440	756	338	2350	330	940	280	1018	4	294	4	1738	352	76	64	564	218	178	2	4	0	0	54	1848	728	60	54	6772	1864	2922	1010	1678	548	7962	2300	22	0	100	4	14810	416	1450	42	11338	586	1562	24	136	102	54	62	302	122	514	192	162	192	42	0	146	70	162	86	44	34	310	186	246	34	60	70	114	226	
458632	AAL2_4202	120	166	686	5720	142	1456	22	228	224	152	150	308	16	72	222	330	616	4266	268	526	98	3974	1138	7714	490	6840	206	2510	188	3574	6	110	136	928	320	678	128	280	716	830	2518	17540	1136	19174	710	0	948	1984	524	1138	980	3294	708	1060	442	38	78	22	576	7524	100	278	568	586	76	14	0	8	2	76	1132	1762	238	114	3174	13646	1802	11430	1294	10248	7108	10996	10	4	10	44	560	21742	484	90	932	23284	582	222	286	296	164	226	400	1334	696	684	280	636	74	0	326	320	182	298	68	112	562	624	820	116	242	234	250	522	
636824	AAL2_5001	50	44	4686	1312	2822	350	20	84	182	70	3442	200	32	14	354	262	864	412	694	460	98	450	1638	1140	1744	1230	2094	336	1240	254	310	44	1944	232	1066	314	1318	384	16870	10152	14190	12736	8800	1164	1138	948	0	17872	21186	11466	32642	5918	13646	3026	5494	16	2662	18	5158	2766	62	92	1798	562	38	6	0	0	2	100	28330	15340	56	138	4254	2426	8866	2898	1002	1306	6868	2456	22	4	1730	584	2752	1164	2638	960	2056	1568	1594	178	144	144	68	126	430	318	1526	356	636	282	24	4	114	160	120	118	46	102	252	352	686	62	108	78	68	180	
768836	AAL2_5002	20	58	732	4024	234	1460	4	208	80	368	314	1732	2	82	110	158	324	562	204	268	18	1106	526	4118	364	6546	320	2008	64	2240	24	446	82	3930	280	170	624	552	9974	9256	14606	21662	2404	9214	440	1984	17872	0	4358	44356	5394	37278	3976	19936	646	1874	82	1842	704	15882	24	108	308	744	24	14	0	16	0	38	16552	28620	30	28	1510	6578	1798	17676	424	7104	3034	3382	8	12	10	5178	274	6816	924	7394	570	5880	1038	3838	124	186	78	146	276	976	558	670	150	384	28	4	188	294	80	158	32	80	182	390	690	86	136	176	96	194	
462172	AAL2_5011	40	36	3280	734	1936	114	20	18	322	14	1806	6	74	0	174	114	854	422	644	414	98	358	1238	498	1220	300	892	94	776	50	140	0	1936	34	668	500	832	360	15344	10938	4956	3764	6294	518	756	524	21186	4358	0	6888	11340	680	30960	4822	4818	14	494	4	6044	398	108	42	7050	3144	172	2	2	0	34	352	19336	9174	34	30	1940	878	6152	620	586	332	4046	1492	30	2	3168	14	3008	278	3766	72	1266	378	2388	64	224	142	84	96	460	184	1098	220	454	234	48	4	120	110	136	46	62	50	136	274	376	98	132	64	56	102	
658172	AAL2_5012	6	42	324	2738	122	1136	0	152	40	386	152	1650	0	92	78	152	186	324	52	238	16	634	294	1380	218	2932	140	1430	54	1906	14	424	50	3720	68	72	40	38	13688	13790	8742	13920	1468	6578	338	1138	11466	44356	6888	0	3508	12700	6676	39264	536	4486	54	1126	410	10200	26	118	1484	5684	14	50	0	28	0	1478	15190	26818	24	22	762	3584	1070	9382	308	4082	1666	2958	2	20	10	4840	226	5368	564	5396	432	3612	602	4466	116	222	72	140	252	840	490	676	186	522	38	4	184	270	74	132	42	76	176	360	512	184	148	170	88	194	
849884	AAL2_5021	72	82	11004	1230	7364	256	30	92	256	26	10382	22	100	16	486	428	1942	990	908	730	168	756	4470	1284	5548	794	6278	128	3782	154	736	2	5288	70	1100	638	1042	452	9428	2508	17802	7992	21098	2450	2350	980	32642	5394	11340	3508	0	6254	6638	728	14628	8	7600	16	26412	5776	150	162	2124	262	84	4	6	0	6	38	20276	6722	126	214	8182	2590	21862	1368	1624	770	10886	3764	58	0	2618	82	4768	788	5584	204	3844	1268	4736	312	958	784	226	364	598	472	14176	6050	12288	8946	1102	34	726	752	616	428	1054	1504	376	382	7538	4450	358	170	150	300	
752564	AAL2_5022	50	138	756	4464	178	1082	14	88	72	178	214	734	4	20	248	790	332	838	510	842	62	1270	500	4082	294	5358	244	1368	86	1106	24	224	86	1084	346	1192	314	2052	1156	6290	3926	14586	1824	15684	330	3294	5918	37278	680	12700	6254	0	416	5908	238	1696	42	2970	4922	35154	70	216	546	1024	16	6	0	2	2	60	2854	13858	110	92	1498	6624	1226	12516	398	4828	3244	7492	8	8	20	2650	248	5270	680	5498	468	6604	918	2608	1132	3008	322	1460	820	3896	11064	12140	10040	19788	1328	46	1348	1798	644	1130	982	4164	482	1774	12464	10174	838	466	288	514	
532852	AAL2_5101	62	42	4950	1136	3170	128	42	20	592	20	2348	2	126	0	206	130	976	606	658	706	94	560	1082	654	1282	330	550	118	1672	68	112	2	3910	30	360	744	142	240	14602	11222	4954	3778	4626	406	940	708	13646	3976	30960	6676	6638	416	0	4462	20148	20	4258	4	8366	258	168	70	12424	3902	1988	10	6	0	60	380	18214	8922	34	44	2282	1170	10806	786	1496	630	4602	1828	50	2	4988	12	4898	362	5810	72	1792	500	3730	66	258	162	88	102	492	188	918	212	716	244	56	4	142	114	156	50	68	44	192	342	300	98	148	66	78	150	
507376	AAL2_5102	4	38	200	2770	48	1130	0	142	56	382	50	1666	0	78	72	124	90	220	48	210	10	606	108	1306	80	2984	54	1440	42	2012	2	422	34	3912	44	48	22	18	9054	8894	1416	3268	400	4042	280	1060	3026	19936	4822	39264	728	5908	4462	0	254	15872	20	3940	144	13608	28	106	1420	10130	62	288	0	28	0	7840	5986	10792	24	20	534	3324	704	9706	286	3956	1276	2360	2	34	10	5042	194	5468	308	7228	484	3486	294	5668	102	208	68	128	162	696	456	596	178	626	42	4	186	270	64	118	34	72	166	314	398	272	142	172	82	174	
511968	AAL2_5201	80	30	5564	824	4112	72	50	16	512	6	4448	14	228	2	160	80	1274	928	618	744	126	782	1698	848	2086	208	1088	56	3434	56	274	6	5984	22	434	842	146	222	558	594	1586	886	2090	284	1018	442	5494	646	4818	536	14628	238	20148	254	0	2	16804	0	14542	186	274	58	9838	254	20850	2	20	0	12370	50	2604	794	20	16	2526	816	13488	448	1644	512	2630	746	1002	0	7618	10	5732	282	27620	16	2496	356	13062	32	276	82	72	62	380	106	590	132	876	156	30	0	82	86	120	24	38	40	122	166	180	76	102	40	34	98	
154936	AAL2_5202	0	6	2	108	0	52	0	4	6	8	0	52	0	0	0	8	0	2	0	20	0	16	2	46	0	80	0	36	0	68	0	14	0	166	2	4	0	0	32	24	6	788	4	2404	4	38	16	1874	14	4486	8	1696	20	15872	2	0	0	5876	8	9520	0	44	16	3608	0	1720	0	2	0	9312	20	578	0	0	14	106	16	304	8	32	16	18	0	4	0	286	2	416	2	9708	6	800	4	6490	6	16	4	0	6	66	14	138	14	142	6	0	4	0	2	0	4	6	0	6	18	84	6	0	0	0	
168764	AAL2_5301	172	2	1558	216	1272	8	26	6	140	4	1876	6	64	0	42	14	452	414	166	250	42	326	750	360	858	58	402	16	1658	14	132	0	2378	8	160	300	44	62	38	80	258	148	476	80	294	78	2662	82	494	54	7600	42	4258	20	16804	0	0	0	8886	34	560	2	632	8	996	0	10	0	702	0	144	86	2	0	864	190	4104	86	222	84	228	94	30	0	1632	4	1840	56	6308	6	682	62	7590	2	108	10	4	8	10	12	50	12	182	16	2	0	4	10	6	4	6	8	8	12	18	6	6	2	4	4	
56724	AAL2_5302	0	4	2	30	2	8	0	2	0	0	2	26	0	0	0	2	0	2	0	2	0	10	0	74	0	146	2	26	0	118	0	4	0	216	0	0	0	0	4	6	4	40	2	280	4	22	18	1842	4	1126	16	2970	4	3940	0	5876	0	0	26	6150	0	28	0	162	0	26	0	0	0	146	6	66	0	0	4	42	6	336	2	44	10	8	0	0	0	296	4	346	2	746	6	264	4	2318	4	82	2	8	2	6	20	28	34	154	10	0	8	2	4	2	6	14	0	2	10	74	6	0	0	0	
743004	AAL2_5401	94	66	2154	1216	1096	162	14	34	118	12	2066	8	44	4	172	276	2078	1446	578	884	226	1158	4830	1712	5718	710	1898	112	1624	56	96	0	2928	38	892	1034	414	326	1190	544	11730	2278	21940	1258	1738	576	5158	704	6044	410	26412	4922	8366	144	14542	8	8886	26	0	6730	508	118	1408	198	726	2	8	0	388	6	2296	938	120	74	6294	1470	6874	1186	720	360	6120	2016	28	0	1986	20	3212	344	9888	44	8096	538	21500	940	10638	3102	968	1064	756	708	17300	5574	34768	13794	5734	44	2928	1068	1762	596	3542	1538	344	368	5996	14194	5454	336	254	346	
814080	AAL2_5402	64	120	660	2768	240	716	4	54	50	72	336	510	0	10	130	358	238	610	160	252	24	1068	424	3264	274	3824	270	774	76	824	20	154	78	636	128	266	90	244	436	1274	3622	17776	2352	25544	352	7524	2766	15882	398	10200	5776	35154	258	13608	186	9520	34	6150	6730	0	66	234	298	1096	24	128	0	2	0	634	1240	4602	106	60	1120	4978	1272	7266	378	2834	2906	7928	8	6	14	2424	254	8616	382	7632	446	15326	714	16376	1442	9196	386	3128	684	2594	12048	14202	13850	33074	1948	82	1552	1616	802	1048	1306	4140	218	494	9900	15534	2396	266	136	296	
371540	AAL2_6001	26534	112	1814	622	954	18	2278	8	256	2	798	0	7554	2	178	370	88	126	574	268	8	76	138	88	104	42	22	4	470	36	10	0	3766	4	52	200	18	136	16	12	1790	170	184	118	76	100	62	24	108	26	150	70	168	28	274	0	560	0	508	66	0	100	23614	70	18866	2	9808	0	2492	2	3066	210	9262	124	3326	470	12748	202	5902	100	11478	660	1136	0	3872	2	1202	86	8346	4	232	70	5198	8	716	112	504	124	2694	94	428	108	788	204	136	2	612	166	1144	132	136	40	1036	128	140	64	256	176	292	640	
419364	AAL2_6002	46	22574	180	3388	28	2754	16	898	64	774	22	772	4	5982	202	4326	30	94	86	1056	8	198	40	238	34	590	8	372	22	496	0	108	54	5016	54	88	366	2416	68	34	170	392	128	290	64	278	92	108	42	118	162	216	70	106	58	44	2	28	118	234	100	0	436	29312	16	18528	0	10744	0	1994	2574	5902	738	6238	894	3018	328	13288	102	2056	1810	14472	6	1696	4	9386	70	792	34	6676	50	352	46	2308	406	728	420	492	598	2744	350	228	428	1300	154	22	850	1008	188	652	104	228	2300	1420	282	220	1078	1010	904	1372	
550712	AAL2_6101	878	128	2198	1438	1116	154	318	54	334	20	446	8	666	12	260	590	200	234	682	642	28	256	232	320	194	324	86	118	316	60	10	0	1724	16	274	608	474	1468	9598	7676	2014	1018	2236	294	564	568	1798	308	7050	1484	2124	546	12424	1420	9838	16	632	0	1408	298	23614	436	0	5422	12954	8	292	0	7098	174	38366	12094	474	262	2618	1848	9440	976	4076	2296	17772	4222	1272	2	4036	18	1860	306	11440	48	1076	468	6076	54	1390	408	756	316	4972	746	1642	520	1670	794	256	4	1184	480	1654	310	294	134	1752	882	672	242	626	466	562	1326	
500844	AAL2_6102	32	4288	246	2636	48	920	16	1358	82	450	44	514	2	2238	180	462	66	144	84	742	12	280	84	338	58	932	32	392	32	510	2	68	62	1354	66	70	120	84	7998	7398	466	1584	252	1334	218	586	562	744	3144	5684	262	1024	3902	10130	254	3608	8	162	198	1096	70	29312	5422	0	50	23630	0	4530	0	8802	7280	24780	112	362	666	2686	676	6714	258	3526	2342	10400	4	4220	6	13034	166	1168	232	8524	380	1078	242	2884	386	860	216	486	696	2064	660	542	482	1488	220	12	1030	1090	232	484	146	196	908	1096	548	284	820	908	508	842	
298608	AAL2_6201	8926	6	904	156	602	26	810	0	128	2	228	6	2092	0	30	22	74	36	140	90	6	30	70	46	78	26	60	10	106	4	8	4	470	0	14	60	2	10	86	16	292	84	310	24	178	76	38	24	172	14	84	16	1988	62	20850	0	996	0	726	24	18866	16	12954	50	0	2	17342	0	22242	34	1214	36	6	6	216	190	1658	80	340	72	1052	226	824	0	5878	0	1198	30	16596	2	398	66	5052	4	114	24	36	18	208	34	178	34	144	38	14	0	32	26	72	6	10	4	56	88	56	10	42	20	10	38	
226728	AAL2_6202	4	8458	8	1008	0	1024	6	2228	24	304	6	198	0	2326	4	296	4	8	10	216	2	24	4	32	4	292	2	102	2	134	0	24	10	540	4	10	0	6	18	16	6	20	2	20	2	14	6	14	2	50	4	6	10	288	2	1720	0	26	2	128	2	18528	8	23630	2	0	0	10460	0	17628	22	28	2	4	34	430	10	1920	2	98	36	18	0	1540	0	5884	2	332	2	9418	8	156	4	3438	0	0	0	0	2	0	2	4	2	4	2	0	0	0	4	4	2	0	4	2	4	0	0	0	0	2	
109660	AAL2_6211	5658	0	130	22	96	2	1034	0	20	0	76	0	3468	0	4	8	2	2	22	10	0	0	6	4	6	2	2	0	54	0	0	0	650	0	0	8	0	0	0	0	0	2	0	2	4	0	0	0	2	0	6	0	6	0	20	0	10	0	8	0	9808	0	292	0	17342	0	0	0	3368	0	102	0	0	0	6	4	442	2	44	4	0	2	286	0	6828	0	166	0	4658	0	14	0	82	0	2	0	0	0	2	0	0	0	2	0	0	0	4	4	0	0	0	0	4	4	0	0	0	4	4	4	
136116	AAL2_6212	0	1678	0	710	0	268	0	3332	0	642	0	214	0	8116	0	292	2	4	2	172	0	6	2	50	0	68	0	26	0	164	0	42	0	2560	0	0	0	0	0	0	0	10	0	8	0	8	0	16	0	28	0	2	0	28	0	2	0	0	0	2	0	10744	0	4530	0	10460	0	0	0	1822	0	24	2	0	12	212	2	2280	2	30	12	6	0	542	0	9604	0	532	0	7862	0	8	0	888	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	4	0	0	6	2	0	0	0	2	4	6	
155208	AAL2_6221	1204	0	48	8	130	0	6	0	6	0	14	0	8	0	2	0	2	2	8	6	0	2	2	0	0	0	0	0	4	0	0	0	36	0	0	6	0	0	0	0	2	2	22	0	0	2	2	0	34	0	6	2	60	0	12370	0	702	0	388	0	2492	0	7098	0	22242	0	3368	0	0	0	84	0	0	0	2	2	80	4	14	4	4	4	52	0	1080	0	78	0	18984	0	14	0	6886	0	10	0	2	0	2	0	2	0	6	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	
189708	AAL2_6222	2	2036	18	484	2	422	2	106	14	70	2	90	0	94	6	114	12	12	4	86	0	26	14	64	8	184	4	50	4	88	0	6	4	248	2	6	0	4	982	878	136	238	46	134	54	76	100	38	352	1478	38	60	380	7840	50	9312	0	146	6	634	2	1994	174	8802	34	17628	0	1822	0	0	290	1186	2	2	86	256	136	844	36	126	264	110	0	638	0	4990	36	258	70	19280	110	412	60	7600	4	14	2	4	6	18	72	20	8	30	6	0	12	12	4	12	4	8	12	24	22	12	6	10	6	12	
1.00763e+06	AAL2_6301	106	158	6052	2516	922	372	60	126	258	40	486	16	138	22	1880	3022	554	568	3756	1164	68	520	700	874	634	836	414	228	446	128	22	0	1012	62	6522	1726	14638	9366	40710	24154	20414	16346	11646	2544	1848	1132	28330	16552	19336	15190	20276	2854	18214	5986	2604	20	144	6	2296	1240	3066	2574	38366	7280	1214	22	102	0	84	290	0	41446	6116	2188	8290	3928	4574	1808	1310	1720	23762	7842	356	2	1214	36	2288	634	2242	102	1998	1054	1774	84	994	396	552	322	4774	868	1648	472	1202	712	238	2	1428	462	1168	590	294	162	2320	794	716	212	580	474	776	1638	
882008	AAL2_6302	54	272	1886	3806	454	264	18	42	84	28	470	42	0	32	866	2508	616	1054	1760	1864	76	748	730	1138	508	912	438	158	120	310	46	0	138	242	1852	3782	4230	13316	25822	35098	16012	28046	2916	13332	728	1762	15340	28620	9174	26818	6722	13858	8922	10792	794	578	86	66	938	4602	210	5902	12094	24780	36	28	0	24	0	1186	41446	0	546	1696	2030	3434	2394	1566	472	1982	5730	13230	4	4	16	610	482	1474	808	832	854	2770	922	500	362	690	214	412	1098	2346	908	656	456	1186	174	8	846	788	250	520	122	176	852	1276	892	222	660	706	450	782	
223240	AAL2_6401	6018	590	534	992	62	74	6	18	14	6	18	2	4	4	8498	8182	50	78	70	84	16	56	78	74	72	52	50	6	14	40	0	0	26	14	64	56	2972	2982	52	130	1746	282	128	154	60	238	56	30	34	24	126	110	34	24	20	0	2	0	120	106	9262	738	474	112	6	2	0	2	0	2	6116	546	0	2364	10862	2404	1132	356	1300	226	20528	3558	2	2	0	2	56	132	26	6	80	182	50	18	834	304	562	290	1940	284	584	182	874	548	212	2	1002	364	768	790	212	96	2104	424	236	164	464	258	630	1594	
133052	AAL2_6402	34	4544	114	560	16	44	6	6	24	4	14	4	2	0	230	13022	18	36	44	74	4	62	30	64	28	40	10	24	6	12	0	2	28	80	60	102	1352	4164	128	38	184	140	120	116	54	114	138	28	30	22	214	92	44	20	16	0	0	0	74	60	124	6238	262	362	6	4	0	0	0	2	2188	1696	2364	0	1548	2976	200	528	58	236	1574	8930	4	4	2	4	66	68	36	18	80	120	48	10	162	250	150	160	264	1242	130	68	154	552	86	4	370	442	108	266	44	58	1784	808	78	88	362	512	818	1314	
902292	AAL2_7001	1182	376	15972	8008	2336	1904	56	722	1210	192	1692	120	50	140	3952	3440	15500	10996	4010	5468	2680	7608	16440	9252	12554	2290	5562	416	2436	498	20	38	1854	318	8636	6324	2126	2456	1086	668	16182	5134	8698	1902	6772	3174	4254	1510	1940	762	8182	1498	2282	534	2526	14	864	4	6294	1120	3326	894	2618	666	216	34	6	12	2	86	8290	2030	10862	1548	0	19056	17786	5606	7432	2676	55660	15798	54	22	240	56	6296	2234	5386	166	8534	2592	4730	112	902	324	566	338	3450	1210	1452	302	962	652	346	4	2438	790	1748	1148	466	210	5428	1568	646	164	506	802	1674	3790	
1.01514e+06	AAL2_7002	300	2590	4374	36478	866	7836	420	404	1968	1492	706	2058	68	210	2496	8386	2764	13268	1714	6612	710	17110	3920	18208	2006	13888	558	6416	760	2212	6	490	1492	1686	2114	4458	778	1236	958	858	5014	19278	2624	10936	1864	13646	2426	6578	878	3584	2590	6624	1170	3324	816	106	190	42	1470	4978	470	3018	1848	2686	190	430	4	212	2	256	3928	3434	2404	2976	19056	0	9644	37602	2960	15268	16860	54536	170	116	80	366	1940	9514	1494	684	2122	8086	1386	478	632	426	484	352	1810	1854	1138	624	682	1108	282	4	1782	1398	1554	2014	338	240	7174	4266	1022	246	732	1852	2656	5666	
1.05968e+06	AAL2_7011	10876	178	51798	10956	20056	1586	1328	314	3700	150	23038	40	3774	66	13362	3620	2730	1460	7626	5858	300	1354	6688	1638	10650	1016	10476	230	7970	202	896	10	28994	98	1040	3590	326	868	1404	964	8284	5024	5518	2076	2922	1802	8866	1798	6152	1070	21862	1226	10806	704	13488	16	4104	6	6874	1272	12748	328	9440	676	1658	10	442	2	80	136	4574	2394	1132	200	17786	9644	0	3922	23616	2376	23040	8910	3198	4	4966	70	10502	1188	8174	164	6902	1730	6126	82	738	294	450	274	1728	796	1328	352	890	560	246	0	924	454	1856	624	310	122	2306	620	564	130	354	428	670	1500	
983084	AAL2_7012	356	10682	2448	42328	576	8980	98	2056	854	4020	288	8384	14	4494	796	10108	676	1714	1374	8194	96	8560	796	18242	528	25888	270	9128	236	8756	4	1388	382	22962	460	618	176	210	1002	620	5232	15416	2624	9678	1010	11430	2898	17676	620	9382	1368	12516	786	9706	448	304	86	336	1186	7266	202	13288	976	6714	80	1920	2	2280	4	844	1808	1566	356	528	5606	37602	3922	0	1908	19730	8790	14652	68	1062	26	5608	768	14630	906	5048	1386	4812	1066	2152	1032	256	380	242	792	900	1604	472	1250	590	196	0	366	304	334	390	112	106	606	402	600	270	368	206	202	522	
