label,x,y,z
1.0,51.407407407407405,40.574074074074076,73.35185185185185
2.0,41.29368029739777,65.19702602230483,95.2081784386617
3.0,104.32042253521126,61.62676056338028,96.03169014084507
4.0,54.382716049382715,112.06172839506173,69.69135802469135
5.0,84.24324324324324,171.74324324324326,79.82432432432432
6.0,100.0561797752809,90.0561797752809,119.12359550561797
7.0,146.20242914979758,78.51012145748987,113.91497975708502
8.0,50.340425531914896,104.65531914893617,126.31914893617021
9.0,71.74893617021277,63.93191489361702,45.88085106382979
10.0,134.3235294117647,70.80882352941177,39.75
11.0,32.08710801393728,95.79094076655052,69.59581881533101
12.0,118.66233766233766,184.24675324675326,70.38311688311688
13.0,93.76150627615063,138.4142259414226,121.418410041841
14.0,144.80276816608998,70.61937716262976,95.53287197231833
15.0,104.49132947976878,138.2601156069364,65.02890173410404
16.0,41.91954022988506,60.64367816091954,67.6896551724138
17.0,137.0125,135.125,104.1375
18.0,102.64622641509433,105.99056603773585,81.46698113207547
19.0,81.11340206185567,58.618556701030926,94.41237113402062
20.0,58.345549738219894,145.69633507853402,74.04188481675392
21.0,82.15348837209302,87.9906976744186,141.27906976744185
22.0,97.70422535211267,168.59154929577466,78.08450704225352
23.0,48.85,167.19,85.275
24.0,32.90052356020942,99.07853403141361,88.00523560209425
25.0,135.4927536231884,166.68115942028984,86.47826086956522
26.0,134.225,52.4,61.0625
27.0,60.490196078431374,120.90196078431373,39.411764705882355
28.0,121.3625,92.325,135.45
29.0,92.61688311688312,109.48051948051948,106.79220779220779
30.0,93.90721649484536,97.99484536082474,36.04639175257732
31.0,120.68115942028986,71.3768115942029,131.7246376811594
32.0,134.53529411764706,135.91764705882352,35.78823529411765
33.0,34.459016393442624,82.68852459016394,98.47540983606558
34.0,45.39393939393939,134.0,103.68181818181819
35.0,132.03626943005182,121.29015544041451,82.81865284974093
36.0,50.877300613496935,73.39877300613497,38.760736196319016
37.0,77.61538461538461,93.67948717948718,72.83333333333333
38.0,133.39574468085107,149.82127659574468,109.62127659574467
39.0,153.9222797927461,83.03626943005182,64.21243523316062
40.0,92.61616161616162,159.26262626262627,96.29292929292929
41.0,121.08474576271186,86.72881355932203,40.3728813559322
42.0,62.69565217391305,176.67391304347825,60.391304347826086
43.0,52.07692307692308,131.73076923076923,32.63461538461539
44.0,104.5475113122172,31.56108597285068,74.17194570135747
45.0,82.83168316831683,108.11881188118812,82.57425742574257
46.0,92.90308370044053,87.77973568281938,104.19383259911895
47.0,77.20703125,138.59765625,69.10546875
48.0,109.47033898305085,91.4364406779661,70.20762711864407
49.0,152.90540540540542,104.94594594594595,56.36486486486486
50.0,62.76303317535545,119.68720379146919,130.02369668246445
51.0,90.93243243243244,164.86486486486487,59.810810810810814
52.0,83.71428571428571,80.62732919254658,32.515527950310556
53.0,135.58173076923077,155.22115384615384,62.52403846153846
54.0,85.56122448979592,38.755102040816325,96.98979591836735
55.0,91.27935222672065,142.32388663967612,104.34412955465586
56.0,39.12807881773399,75.79802955665025,114.13300492610837
57.0,62.57142857142857,157.07142857142858,56.73809523809524
58.0,92.50649350649351,73.24675324675324,86.84415584415585
59.0,127.7125,143.25,75.575
60.0,134.26315789473685,106.10526315789474,125.66165413533835
61.0,51.89349112426036,146.30769230769232,114.19526627218934
62.0,125.0,94.59493670886076,55.607594936708864
63.0,47.05194805194805,73.27272727272727,53.38961038961039
64.0,119.76086956521739,125.72608695652174,128.84347826086957
65.0,103.27165354330708,81.2007874015748,139.6535433070866
66.0,152.43298969072166,108.6082474226804,84.21649484536083
67.0,63.178260869565214,127.1086956521739,75.18260869565218
68.0,92.59722222222223,105.25,64.40277777777777
69.0,151.01063829787233,81.51063829787235,82.77659574468085
70.0,79.70353982300885,55.60619469026549,77.89380530973452
71.0,120.58928571428571,150.55357142857142,56.94642857142857
72.0,34.63513513513514,110.94594594594595,56.7027027027027
73.0,47.99148936170213,126.84255319148936,119.59148936170213
74.0,46.994285714285716,159.0,63.89142857142857
75.0,122.74418604651163,180.75,86.93023255813954
76.0,83.09638554216868,92.855421686747,117.50602409638554
77.0,108.17105263157895,45.93421052631579,43.26315789473684
78.0,50.431372549019606,138.90196078431373,43.78431372549019
79.0,91.01209677419355,125.70967741935483,114.16935483870968
80.0,54.28515625,54.984375,40.3828125
81.0,104.51578947368421,48.61052631578947,110.90526315789474
82.0,48.07582938388626,58.99052132701422,112.67772511848341
83.0,138.76470588235293,133.94117647058823,62.705882352941174
84.0,78.60240963855422,131.42168674698794,85.95180722891567
85.0,137.90140845070422,52.42253521126761,87.52112676056338
86.0,100.08108108108108,82.11891891891892,34.86486486486486
87.0,128.83802816901408,113.2394366197183,46.03521126760563
88.0,33.73053892215569,117.44910179640719,97.65269461077844
89.0,99.09384164222874,51.98533724340176,78.51906158357771
90.0,73.95714285714286,109.92857142857143,141.9857142857143
91.0,91.33333333333333,177.57575757575756,98.5
92.0,72.34545454545454,118.60909090909091,56.127272727272725
93.0,131.6418918918919,82.8141891891892,120.22297297297297
94.0,105.24137931034483,125.48275862068965,89.51724137931035
95.0,64.95094339622642,137.68301886792452,128.24150943396228
96.0,62.22171945701358,90.14932126696833,134.36199095022624
97.0,57.42259414225941,44.73640167364017,98.24686192468619
98.0,151.125,124.66666666666667,97.04166666666667
99.0,33.026595744680854,77.72872340425532,63.861702127659576
100.0,139.01063829787233,73.25531914893617,55.340425531914896
101.0,40.0,122.4267515923567,43.24203821656051
102.0,126.84916201117318,39.201117318435756,81.63687150837988
103.0,62.63636363636363,86.03636363636363,41.29090909090909
104.0,81.76404494382022,188.03932584269663,86.17415730337079
105.0,109.18545454545455,70.50545454545454,75.15272727272728
106.0,119.58048780487805,160.6390243902439,114.0439024390244
107.0,146.0511811023622,97.20472440944881,72.12992125984252
108.0,84.10902255639098,32.57142857142857,73.11654135338345
109.0,92.35233160621762,181.86528497409327,64.81865284974093
110.0,121.91981132075472,131.81603773584905,53.009433962264154
111.0,93.10810810810811,102.4358108108108,140.53378378378378
112.0,62.136563876651984,138.0660792951542,55.37444933920705
113.0,133.87692307692308,175.58461538461538,67.56923076923077
114.0,65.2020905923345,51.88850174216028,113.14285714285714
115.0,135.39748953974896,126.8786610878661,122.03347280334728
116.0,35.141304347826086,97.27173913043478,108.6195652173913
117.0,34.1978021978022,77.82417582417582,80.95604395604396
118.0,112.0561797752809,66.66292134831461,46.78651685393258
119.0,146.75984251968504,129.83858267716536,77.81102362204724
120.0,73.6987951807229,44.65060240963855,41.12048192771084
121.0,51.285714285714285,113.05714285714286,85.31428571428572
122.0,63.357142857142854,88.04621848739495,60.554621848739494
123.0,91.39041095890411,110.88698630136986,123.78082191780823
124.0,119.29850746268657,169.7910447761194,58.47761194029851
125.0,60.4384236453202,164.00985221674875,105.76847290640394
126.0,126.71052631578948,52.973684210526315,41.44736842105263
127.0,122.02439024390245,144.02926829268293,124.6829268292683
128.0,152.18085106382978,94.61702127659575,98.57446808510639
129.0,46.036437246963565,125.29554655870446,57.388663967611336
130.0,91.71186440677967,122.55932203389831,63.271186440677965
131.0,65.48404255319149,33.1436170212766,84.03191489361703
132.0,120.9126213592233,58.5,119.30097087378641
133.0,81.9126213592233,172.4126213592233,112.55825242718447
134.0,115.5561797752809,112.48314606741573,139.04494382022472
135.0,106.27272727272727,140.6013986013986,79.02797202797203
136.0,77.02024291497976,59.73279352226721,127.8582995951417
137.0,131.68354430379748,114.72151898734177,68.13924050632912
138.0,113.47133757961784,56.37898089171974,60.73566878980892
139.0,101.73762376237623,188.95544554455446,81.95049504950495
